Date,Temperature,Precipitation,GlacierRunoff
2044-11-01,-8.657549041,17.81629587,1.92
2044-12-01,-15.62055833,19.81093803,0
2045-01-01,-21.45964425,17.40828658,0
2045-02-01,-23.64582016,19.55015496,0
2045-03-01,-21.31363318,27.94859634,0
2045-04-01,-16.34671664,42.18081191,0
2045-05-01,-10.60605842,46.99464308,0
2045-06-01,-4.317602956,30.74213951,9.46
2045-07-01,0.943596649,23.15242367,67.2
2045-08-01,5.100722581,18.38981989,143.51
2045-09-01,4.4437117,9.638241127,145.96
2045-10-01,-0.885275579,15.92668316,58.39
2045-11-01,-8.415120319,20.99043924,3.24
2045-12-01,-16.40182233,19.49613373,0
2046-01-01,-21.55925395,20.95265092,0
2046-02-01,-23.04842763,23.12168276,0
2046-03-01,-20.7228138,30.16349419,0
2046-04-01,-15.81047032,38.91409087,0
2046-05-01,-10.34461141,44.39540743,0
2046-06-01,-4.592947215,39.60771709,7.79
2046-07-01,0.6936391,27.98231531,64.03
2046-08-01,5.026648445,16.37020024,143.83
2046-09-01,4.813430195,9.286380748,152.03
2046-10-01,-1.092667224,19.2387278,59.1
2046-11-01,-7.886091137,17.44061835,2.78
2046-12-01,-14.8185327,17.71751315,0
2047-01-01,-20.75048882,18.66112926,0
2047-02-01,-23.73091025,19.83584889,0
2047-03-01,-21.37674005,27.6253826,0
2047-04-01,-15.03803385,45.28314165,0
2047-05-01,-9.778868559,47.17991079,0.01
2047-06-01,-4.708098977,35.03634391,6.61
2047-07-01,0.721885866,26.08286426,64.78
2047-08-01,4.663620046,18.21834133,135.11
2047-09-01,4.323152422,12.09977942,143.6
2047-10-01,-0.203270522,10.12417268,72.24
2047-11-01,-7.779039213,16.60358972,5.26
2047-12-01,-15.03075033,23.25934286,0
2048-01-01,-21.17052433,18.19756697,0
2048-02-01,-22.73056617,22.907133,0
2048-03-01,-20.59811772,31.06918992,0
2048-04-01,-15.05340145,46.21778541,0
2048-05-01,-9.793712039,45.167999,0
2048-06-01,-5.244332606,40.77066081,5.46
2048-07-01,0.002328849,23.02710349,52.67
2048-08-01,4.77467593,14.82773879,138.99
2048-09-01,4.368990191,11.92726636,145.05
2048-10-01,-0.605328467,19.6994138,66.92
2048-11-01,-8.627426793,19.08647231,2.46
2048-12-01,-15.94599752,29.28411599,0
2049-01-01,-22.16820135,22.9776838,0
2049-02-01,-23.38121819,22.60544942,0
2049-03-01,-21.57134809,31.90287076,0
2049-04-01,-15.60681736,47.80217906,0
2049-05-01,-10.01688788,51.13152891,0
2049-06-01,-5.064772502,32.72422225,6.9
2049-07-01,0.444956344,27.21722728,62.63
2049-08-01,4.808857527,18.15754832,141.06
2049-09-01,4.222310805,16.39641229,141.49
2049-10-01,-0.5908492,17.59318474,66.08
2049-11-01,-7.902214476,22.77727282,2.8
2049-12-01,-14.43502944,18.65669945,0
2050-01-01,-21.10538819,14.44092678,0
2050-02-01,-22.55860353,18.54110079,0
2050-03-01,-19.87242559,28.62944213,0
2050-04-01,-16.25558637,46.58559201,0
2050-05-01,-10.04358429,44.87112927,0.03
2050-06-01,-4.35189686,36.47408983,9.11
2050-07-01,0.907656395,22.57345438,70.83
2050-08-01,4.773951516,19.31214244,137.56
2050-09-01,4.433190811,13.02834155,146.37
2050-10-01,-0.723778515,14.76956893,66.03
2050-11-01,-7.966018698,16.1222582,2.71
2050-12-01,-15.343111,18.1429566,0
2051-01-01,-22.17390347,24.26863593,0
2051-02-01,-23.72469816,23.02532772,0
2051-03-01,-21.11797602,26.69077268,0
2051-04-01,-15.10322928,40.78061968,0
2051-05-01,-10.55362256,44.64767806,0
2051-06-01,-4.636648463,33.20889105,8.41
2051-07-01,0.997594279,24.69686,66.78
2051-08-01,5.157933494,14.71292974,145.46
2051-09-01,4.695563252,9.484634833,149.34
2051-10-01,-1.098331658,15.70137307,62.69
2051-11-01,-7.729158616,17.43208453,2.74
2051-12-01,-15.39300687,26.20127461,0
2052-01-01,-21.90161662,23.6334061,0
2052-02-01,-24.11027603,26.92808228,0
2052-03-01,-21.75261555,34.90836311,0
2052-04-01,-16.65308446,37.58249513,0
2052-05-01,-9.46856838,49.72566562,0.05
2052-06-01,-4.501751028,36.23042853,7.79
2052-07-01,1.401260623,22.28526387,76.94
2052-08-01,5.393491922,12.33237842,151.23
2052-09-01,4.291847938,10.7074364,145.8
2052-10-01,-1.123613833,14.01908662,57.97
2052-11-01,-8.097550124,20.96445241,3.39
2052-12-01,-15.65216326,23.32479271,0
2053-01-01,-21.38762088,19.24774724,0
2053-02-01,-23.60240259,17.57993603,0
2053-03-01,-20.44482726,29.4243347,0
2053-04-01,-15.51192763,42.80121136,0
2053-05-01,-9.593642502,43.04102192,0.01
2053-06-01,-4.427425958,34.86495338,7.72
2053-07-01,1.520117773,18.66679038,78.27
2053-08-01,5.455263837,15.41428158,149.36
2053-09-01,4.185852632,15.53795421,143.36
2053-10-01,-0.65816382,17.88573063,67.57
2053-11-01,-7.685560358,23.8579512,4.19
2053-12-01,-15.88708823,19.40867357,0
2054-01-01,-21.72787616,20.62729642,0
2054-02-01,-23.96881864,22.01727466,0
2054-03-01,-20.4395601,29.62451554,0
2054-04-01,-15.85686383,47.28879167,0
2054-05-01,-10.82849587,42.1555839,0
2054-06-01,-4.356801274,40.37854096,9.78
2054-07-01,0.478222978,31.28595495,62.2
2054-08-01,4.70184618,16.08058622,138.73
2054-09-01,4.713083953,10.31530181,149.53
2054-10-01,-1.27367623,21.27920541,61.41
2054-11-01,-8.030830431,18.82947824,2.87
2054-12-01,-15.55307834,21.38920682,0
2055-01-01,-21.14516153,17.75629077,0
2055-02-01,-23.34478459,23.21865338,0
2055-03-01,-20.30419946,33.65834631,0
2055-04-01,-14.41164629,45.04210334,0
2055-05-01,-9.403113336,47.06973517,0.01
2055-06-01,-4.357594056,38.18189754,9.07
2055-07-01,0.915699589,20.76975121,68.8
2055-08-01,5.018789062,16.68310537,142.31
2055-09-01,4.487237643,9.365483943,144.34
2055-10-01,-0.758698699,19.28811726,65.9
2055-11-01,-7.85009324,18.28433631,2.34
2055-12-01,-15.44628484,22.1201298,0
2056-01-01,-22.51416674,16.22422786,0
2056-02-01,-22.78718314,24.36943219,0
2056-03-01,-20.45566639,31.84054335,0
2056-04-01,-15.52488213,41.72958912,0
2056-05-01,-9.499711524,45.69997402,0
2056-06-01,-4.820468543,39.0103316,7.66
2056-07-01,0.926729429,20.66241853,71.32
2056-08-01,5.420383368,19.67661139,150.33
2056-09-01,4.693430698,10.36776411,152.07
2056-10-01,-0.747697529,16.61466422,63.63
2056-11-01,-8.157339799,25.39290196,3.37
2056-12-01,-16.35208647,22.04583523,0
2057-01-01,-22.34396787,20.32738798,0
2057-02-01,-23.6047029,26.32476022,0
2057-03-01,-20.81817675,37.67363847,0
2057-04-01,-15.69919406,48.43737925,0
2057-05-01,-10.01790984,46.92481399,0
2057-06-01,-4.646974407,32.70171403,7.12
2057-07-01,0.732856846,21.3087174,62.66
2057-08-01,5.325450687,14.37738174,147.22
2057-09-01,4.915106362,9.195600849,156.88
2057-10-01,-0.538007566,13.14605446,68.83
2057-11-01,-7.929362038,21.67784955,3.41
2057-12-01,-15.187271,19.17880565,0
2058-01-01,-21.36504233,18.58973067,0
2058-02-01,-23.56007905,25.09709619,0
2058-03-01,-21.1739603,28.14350834,0
2058-04-01,-15.52120203,38.45219217,0
2058-05-01,-9.636647859,50.40594153,0.03
2058-06-01,-4.396522122,34.43994157,7.47
2058-07-01,1.481867829,34.04391011,76.14
2058-08-01,5.691559174,14.60955502,154.6
2058-09-01,4.841847941,11.61042723,155.79
2058-10-01,-0.780105231,17.71431585,65.49
2058-11-01,-7.953850764,16.89998433,2.43
2058-12-01,-16.09705203,24.73535437,0
2059-01-01,-21.82078269,19.60519909,0
2059-02-01,-23.61602519,23.99864047,0
2059-03-01,-20.08312167,31.88491877,0
2059-04-01,-15.07406225,40.56994738,0
2059-05-01,-10.08892356,48.07274264,0.05
2059-06-01,-4.185971031,38.94887056,8.31
2059-07-01,2.155658412,15.70241464,87.82
2059-08-01,5.672398406,18.41952138,156.06
2059-09-01,4.635810293,12.22617836,150.42
2059-10-01,-0.482252949,20.74690235,70.65
2059-11-01,-7.074765253,19.47534127,4.84
2059-12-01,-15.40539603,20.80580408,0
2060-01-01,-21.18842595,24.56230906,0
2060-02-01,-23.33475127,24.26694251,0
2060-03-01,-20.94922466,30.06350046,0
2060-04-01,-15.08721853,50.98539644,0
2060-05-01,-9.615432604,44.32336523,0.03
2060-06-01,-3.844018029,31.36387245,11.73
2060-07-01,0.743041557,28.45917557,67.51
2060-08-01,4.906805603,17.15446168,141.03
2060-09-01,4.877606708,12.71184146,154.9
2060-10-01,-0.524653968,15.98139765,68.51
2060-11-01,-8.165483344,17.75249445,3.61
2060-12-01,-14.83190255,28.25512681,0
2061-01-01,-22.74735808,24.08718184,0
2061-02-01,-23.81612074,21.0805401,0
2061-03-01,-20.63940341,27.97994777,0
2061-04-01,-15.94963513,45.32141245,0
2061-05-01,-10.35224546,50.44495761,0
2061-06-01,-4.125085096,34.4238022,10.72
2061-07-01,1.486065054,17.30469181,75.7
2061-08-01,5.152865431,16.84289512,146.55
2061-09-01,4.902758615,11.59810561,152.9
2061-10-01,-0.32465446,13.46068092,74.37
2061-11-01,-8.288770954,16.48202942,3.05
2061-12-01,-15.87095632,23.33091654,0
2062-01-01,-21.01319249,19.74138399,0
2062-02-01,-21.95567307,22.43308544,0
2062-03-01,-20.41279877,24.54087594,0
2062-04-01,-15.44746777,40.05691343,0
2062-05-01,-9.350978225,46.86250291,0.01
2062-06-01,-3.441526826,31.29311163,13.86
2062-07-01,2.401249836,23.27314225,93.81
2062-08-01,5.543892288,20.83926417,152.83
2062-09-01,4.689613211,12.35038611,150.42
2062-10-01,-0.14660489,15.85205454,76.53
2062-11-01,-7.659648478,15.65762638,2.95
2062-12-01,-14.97872479,22.21660809,0
2063-01-01,-21.25875099,23.96236601,0
2063-02-01,-23.1424283,23.78925866,0
2063-03-01,-20.77495234,23.2094248,0
2063-04-01,-15.18781188,44.73582332,0
2063-05-01,-9.513811634,51.66070566,0.01
2063-06-01,-3.735985321,30.1904148,13.31
2063-07-01,1.422940266,26.22051499,76.42
2063-08-01,5.492292357,15.71666625,153.04
2063-09-01,5.000736987,7.00191586,155.86
2063-10-01,0.093338445,12.67573888,79.01
2063-11-01,-7.731802326,19.03313294,4.91
2063-12-01,-15.44961751,20.5675697,0
2064-01-01,-20.55086652,24.37282368,0
2064-02-01,-22.62027509,30.38485904,0
2064-03-01,-20.22814854,29.0910717,0
2064-04-01,-15.22373955,50.05450958,0
2064-05-01,-9.316080045,41.99771412,0.04
2064-06-01,-3.39435436,33.35506817,17.86
2064-07-01,1.308625346,28.15267483,73.82
2064-08-01,5.466398318,15.5995306,151.27
2064-09-01,5.005014037,11.92169366,155.54
2064-10-01,-0.342623138,15.93965545,72.34
2064-11-01,-7.966976038,21.98998654,5.54
2064-12-01,-15.75429202,18.45525238,0
2065-01-01,-21.88088617,14.28017943,0
2065-02-01,-23.25944746,23.25090363,0
2065-03-01,-21.06948631,34.23675431,0
2065-04-01,-15.36662354,42.70708033,0
2065-05-01,-9.150492038,45.5225511,0.04
2065-06-01,-4.072389861,32.0627022,10.22
2065-07-01,1.428667444,25.72624476,75.87
2065-08-01,5.516685459,15.45514936,152.72
2065-09-01,4.369028075,13.53256256,144.3
2065-10-01,-1.215895604,27.26977827,61.86
2065-11-01,-8.151783103,19.67022885,1.92
2065-12-01,-15.47191774,18.84601245,0
2066-01-01,-21.07522476,20.01299504,0
2066-02-01,-21.56030748,25.32585837,0
2066-03-01,-19.99950026,30.28006172,0
2066-04-01,-14.38482181,48.00878565,0
2066-05-01,-9.147309485,43.97756683,0.01
2066-06-01,-3.784413951,38.41395954,11.4
2066-07-01,1.596251431,19.37409823,80.01
2066-08-01,5.406498788,14.31235297,150.73
2066-09-01,5.277265361,9.995303851,161.85
2066-10-01,-0.18422949,16.97953065,76.01
2066-11-01,-7.563620108,19.21390185,3.75
2066-12-01,-15.60081218,27.66278667,0
2067-01-01,-22.94829853,20.05203718,0
2067-02-01,-22.70416536,26.22130258,0
2067-03-01,-20.53801845,31.68777534,0
2067-04-01,-15.21836339,47.26122626,0
2067-05-01,-9.045617176,39.94127944,0.13
2067-06-01,-3.426627403,26.81990158,14.29
2067-07-01,1.807932002,23.10812845,82.78
2067-08-01,5.835815215,17.37987283,160.25
2067-09-01,5.363891216,13.14580419,165.59
2067-10-01,-0.463909052,14.72941476,68.84
2067-11-01,-7.337469733,19.46759872,4.84
2067-12-01,-14.7647211,18.24136735,0
2068-01-01,-21.26960061,25.58616343,0
2068-02-01,-22.3108494,29.30606798,0
2068-03-01,-20.25863862,31.23998864,0
2068-04-01,-15.32436582,41.88043538,0
2068-05-01,-9.361709426,46.141537,0.08
2068-06-01,-3.697531629,33.30673411,10.72
2068-07-01,1.975061505,22.83016051,85.76
2068-08-01,5.602569236,16.24706402,154.13
2068-09-01,5.378056502,13.83821539,165.28
2068-10-01,-0.315406209,13.58039413,73.47
2068-11-01,-8.652410974,17.70515762,3.15
2068-12-01,-15.05872033,17.62084658,0
2069-01-01,-20.91777502,19.71493117,0
2069-02-01,-22.67622278,23.57576025,0
2069-03-01,-20.41867137,27.37502444,0
2069-04-01,-14.42987152,47.26072489,0
2069-05-01,-8.765528029,48.44720432,0.01
2069-06-01,-3.625220853,37.73474473,13.37
2069-07-01,1.945539157,22.86998245,85.1
2069-08-01,5.937617597,12.98047244,158.91
2069-09-01,4.909641243,15.26599882,157.49
2069-10-01,-0.222666386,13.60137802,73.85
2069-11-01,-7.276178879,13.94794269,5.78
2069-12-01,-15.49326534,19.58139205,0
2070-01-01,-22.11761937,20.81248475,0
2070-02-01,-23.63429227,20.88777684,0
2070-03-01,-19.57901571,29.56498885,0
2070-04-01,-15.23313832,45.31814583,0
2070-05-01,-9.688646401,43.80503426,0.01
2070-06-01,-3.205109139,33.43979258,16.33
2070-07-01,2.43130334,18.25245048,95.63
2070-08-01,6.018610835,19.83999174,162.04
2070-09-01,5.56914783,7.452130778,167.86
2070-10-01,0.012439147,15.64214746,79.81
2070-11-01,-7.629665893,22.4904062,5.62
2070-12-01,-15.46059544,23.53766568,0
2071-01-01,-20.68474799,22.69361335,0
2071-02-01,-22.65343094,24.4648436,0
2071-03-01,-19.85891777,29.04640363,0
2071-04-01,-14.63923848,49.15554339,0
2071-05-01,-9.498720784,42.14488797,0.02
2071-06-01,-3.2121745,34.4774956,17.24
2071-07-01,2.270623753,21.1677452,90.96
2071-08-01,6.28420845,13.60412914,167.56
2071-09-01,5.399278603,12.07527595,165.96
2071-10-01,-0.086831313,13.06135867,76.77
2071-11-01,-7.829564971,26.7714458,4.27
2071-12-01,-15.1416261,25.98200734,0
2072-01-01,-21.2933388,23.62468694,0
2072-02-01,-22.02574606,26.69795697,0
2072-03-01,-20.48273132,33.77444772,0
2072-04-01,-15.18100452,44.70182317,0
2072-05-01,-9.100311354,48.24289708,0.02
2072-06-01,-3.582947154,30.70260723,12.01
2072-07-01,2.063917038,32.2789532,87.93
2072-08-01,5.772422545,16.34253113,157.72
2072-09-01,5.096888475,12.7965524,159.85
2072-10-01,-0.240102768,12.87242773,75.97
2072-11-01,-7.843706819,22.44222934,5.41
2072-12-01,-15.47927263,20.83958114,0
2073-01-01,-21.09015563,21.32142285,0
2073-02-01,-22.8263015,24.29241502,0
2073-03-01,-20.00263891,39.51525934,0
2073-04-01,-14.48475389,42.03056307,0
2073-05-01,-9.091102105,48.61472013,0.03
2073-06-01,-3.250433545,38.37510551,13.97
2073-07-01,1.994845901,18.72509138,81.34
2073-08-01,5.937234305,12.05600703,161.55
2073-09-01,4.962780194,11.0204818,157.13
2073-10-01,-0.025742745,12.64623634,75.63
2073-11-01,-7.593072838,20.65889454,6.37
2073-12-01,-15.85964432,18.08346866,0
2074-01-01,-20.56435175,21.10428401,0
2074-02-01,-21.63770802,20.67864539,0
2074-03-01,-19.39130442,28.8889159,0
2074-04-01,-14.47612632,45.47258303,0
2074-05-01,-9.300174937,40.70313668,0.04
2074-06-01,-2.940788151,33.36203334,15.93
2074-07-01,2.173594587,23.15245539,90.53
2074-08-01,6.124663427,16.67926175,163.67
2074-09-01,5.084869269,13.95212823,160.23
2074-10-01,0.008272621,15.02133367,77.76
2074-11-01,-7.855910924,19.89987803,3.56
2074-12-01,-15.47950147,18.85369184,0
2075-01-01,-20.06735688,19.53953004,0
2075-02-01,-21.86840267,23.59774877,0
2075-03-01,-19.36557149,25.93337089,0
2075-04-01,-13.71939878,41.22198163,0
2075-05-01,-8.908803681,47.10255786,0.14
2075-06-01,-3.13098595,30.38046999,15.52
2075-07-01,1.97334502,23.92138773,86.87
2075-08-01,6.075541876,11.57568975,164.44
2075-09-01,5.09358745,14.27661261,161.28
2075-10-01,-0.277120709,18.54251548,77.53
2075-11-01,-7.346835542,22.97224148,3.53
2075-12-01,-15.94741022,24.00305391,0
2076-01-01,-21.04218488,18.71437631,0
2076-02-01,-22.44732223,22.44971094,0
2076-03-01,-20.25071124,33.10561279,0
2076-04-01,-13.88790529,46.60800225,0
2076-05-01,-9.204232441,50.66544505,0.03
2076-06-01,-3.395335144,32.25797343,14.81
2076-07-01,1.761312106,26.69755728,82.94
2076-08-01,5.567468932,18.46355562,155.5
2076-09-01,4.983684825,12.71565665,158.22
2076-10-01,-0.394478214,14.86329688,74.75
2076-11-01,-7.476303756,24.06107094,3.83
2076-12-01,-16.22578008,23.28358044,0
2077-01-01,-22.38834853,27.34433339,0
2077-02-01,-22.36599429,25.4970861,0
2077-03-01,-19.62438387,33.18984902,0
2077-04-01,-14.41348642,47.12902879,0
2077-05-01,-8.647815813,55.42224776,0.04
2077-06-01,-3.293850118,30.83957415,15.43
2077-07-01,2.470218268,21.68601026,94.22
2077-08-01,6.108079815,17.52427262,165.73
2077-09-01,5.052889415,18.07606458,156.5
2077-10-01,0.086457497,17.61929196,77.81
2077-11-01,-6.801745251,17.10673047,6.97
2077-12-01,-14.32028634,24.24013931,0
2078-01-01,-20.15325799,23.05873009,0
2078-02-01,-22.80451975,26.98683486,0
2078-03-01,-19.80517926,34.86099352,0
2078-04-01,-14.97673558,48.59724856,0
2078-05-01,-8.383174401,43.88445792,0.25
2078-06-01,-3.635920785,35.20062585,11.77
2078-07-01,1.808388753,22.28955009,82.22
2078-08-01,5.886433609,11.49629708,158.79
2078-09-01,5.072303804,8.214386666,160.93
2078-10-01,-1.093040664,15.17029899,62.05
2078-11-01,-7.340294093,17.33083568,3
2078-12-01,-15.2522281,23.56732563,0
2079-01-01,-21.33203099,21.07306979,0
2079-02-01,-22.6167058,26.52755628,0
2079-03-01,-19.9113161,28.69665366,0
2079-04-01,-14.41161907,44.92040807,0
2079-05-01,-8.819571698,46.75115777,0.02
2079-06-01,-3.509497391,32.56613487,12.9
2079-07-01,1.811889885,23.48918067,84.9
2079-08-01,5.849617519,17.50841076,155.41
2079-09-01,4.981587551,12.46446134,157.51
2079-10-01,0.030942178,13.81246095,75.58
2079-11-01,-7.806694952,18.26277829,5.93
2079-12-01,-16.1258356,15.84463273,0
2080-01-01,-20.54168878,21.16932474,0
2080-02-01,-21.91393003,23.17804449,0
2080-03-01,-20.03448883,29.90395758,0
2080-04-01,-14.59687391,42.23752632,0
2080-05-01,-8.131599101,49.35429691,0.08
2080-06-01,-3.107264511,35.50249283,16.06
2080-07-01,1.762973614,18.03896978,82.35
2080-08-01,6.201202992,17.03905185,163.46
2080-09-01,5.343095723,13.08140595,162.78
2080-10-01,-0.55830535,22.65548617,70.43
